,Unnamed: 0,authorid,author,date,content,spam,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment
0,1,655867288913969162,bananaabread,08/24/2021 6:47 PM,helllo,0,1,6,6.0,0,0,0,1,0.0
1,4,655867288913969162,bananaabread,08/24/2021 6:47 PM,si,0,1,2,2.0,0,0,0,0,0.0
2,6,655867288913969162,bananaabread,08/24/2021 6:48 PM,got dunkinâ€™ donut,0,4,21,4.5,0,0,0,0,0.0
3,8,655867288913969162,bananaabread,08/24/2021 6:48 PM,glazed,0,1,6,6.0,0,0,0,0,0.0
4,9,655867288913969162,bananaabread,08/24/2021 6:48 PM,think thatâ€™s spell,0,8,35,3.5,3,0,0,1,0.0
5,11,655867288913969162,bananaabread,08/24/2021 6:49 PM,"yes, also buy persona 5 pkay together",0,11,50,3.636363636363636,0,0,1,9,0.0
6,12,655867288913969162,bananaabread,08/24/2021 6:49 PM,play,0,1,4,4.0,0,0,0,1,0.0
7,14,655867288913969162,bananaabread,08/24/2021 6:50 PM,,0,1,2,2.0,0,0,0,1,0.0
8,16,655867288913969162,bananaabread,08/24/2021 6:50 PM,also tell buy,0,7,28,3.142857142857143,0,0,0,7,0.0
9,18,655867288913969162,bananaabread,08/24/2021 6:51 PM,ğŸ˜¡ğŸ˜¡ğŸ˜¡ else crusty,0,5,23,3.8,2,0,0,0,0.0
10,21,655867288913969162,bananaabread,08/24/2021 6:52 PM,ok! also loser ğŸ™„ğŸ™„,0,7,28,3.142857142857143,3,0,0,0,0.625
11,23,655867288913969162,bananaabread,08/24/2021 6:52 PM,welcome ğŸ˜‹,0,3,14,4.0,0,0,0,0,0.8
12,24,655867288913969162,bananaabread,08/24/2021 6:53 PM,going offline gonna watch youtube something,0,10,58,4.9,2,0,0,0,0.0
13,25,655867288913969162,bananaabread,08/24/2021 6:53 PM,byeeee,0,1,6,6.0,0,0,0,1,0.0
14,26,655867288913969162,bananaabread,08/24/2021 6:53 PM,ilyyy,0,1,5,5.0,0,0,0,1,0.0
15,28,655867288913969162,bananaabread,08/28/2021 11:53 PM,bre,0,1,3,3.0,0,0,0,1,0.0
16,29,655867288913969162,bananaabread,08/28/2021 11:53 PM,anna,0,1,4,4.0,0,0,0,1,0.0
17,30,655867288913969162,bananaabread,08/28/2021 11:54 PM,breeeeeeana,0,1,11,11.0,0,0,0,1,0.0
18,31,655867288913969162,bananaabread,08/28/2021 11:54 PM,,0,1,5,5.0,0,0,0,0,0.0
19,33,655867288913969162,bananaabread,08/28/2021 11:54 PM,bren,0,1,4,4.0,0,0,0,0,0.0
20,35,655867288913969162,bananaabread,08/28/2021 11:54 PM,start watching persona 5 tomorrow,0,7,40,4.857142857142857,1,0,1,0,0.0
21,36,655867288913969162,bananaabread,08/28/2021 11:54 PM,game show,0,5,21,3.4,0,0,0,5,-0.4
22,38,655867288913969162,bananaabread,08/28/2021 11:54 PM,yayyyyy,0,1,7,7.0,0,0,0,0,0.0
23,40,655867288913969162,bananaabread,08/28/2021 11:55 PM,yet,0,3,10,2.6666666666666665,1,0,0,0,0.0
24,42,655867288913969162,bananaabread,08/28/2021 11:55 PM,"donâ€™t know time, whenever free",0,8,42,4.375,2,0,0,1,0.4
25,43,655867288913969162,bananaabread,08/28/2021 11:56 PM,decide time ğŸ¤¬ğŸ¤¬ğŸ¤¬ğŸ¤¬,0,5,24,4.0,0,0,0,4,0.0
26,46,655867288913969162,bananaabread,08/28/2021 11:56 PM,okayyy,0,1,6,6.0,0,0,0,0,0.0
27,48,655867288913969162,bananaabread,08/28/2021 11:56 PM,weâ€™re gonna discord right,0,6,33,4.666666666666667,1,0,0,0,0.2857142857142857
28,50,655867288913969162,bananaabread,08/28/2021 11:56 PM,mk,0,1,2,2.0,0,0,0,1,0.0
29,52,655867288913969162,bananaabread,08/28/2021 11:57 PM,goodnight!!,0,1,11,11.0,0,0,0,1,0.0
30,53,655867288913969162,bananaabread,08/29/2021 6:00 PM,6 pm,0,5,16,2.4,0,0,1,4,0.0
31,55,655867288913969162,bananaabread,08/29/2021 6:01 PM,iâ€™ll waiting,0,4,18,3.75,1,0,0,0,0.0
32,63,655867288913969162,bananaabread,09/06/2021 7:10 PM,ready,0,3,11,3.0,0,0,0,3,0.2
33,64,655867288913969162,bananaabread,09/06/2021 7:11 PM,wiat,0,1,4,4.0,0,0,0,1,0.0
34,66,655867288913969162,bananaabread,09/06/2021 7:11 PM,ready,0,2,8,3.5,0,0,0,0,0.2
35,68,655867288913969162,bananaabread,09/06/2021 7:28 PM,,0,1,1,1.0,0,0,0,1,0.0
36,69,655867288913969162,bananaabread,09/06/2021 7:28 PM,b,0,1,1,1.0,0,0,0,1,0.0
37,70,655867288913969162,bananaabread,09/06/2021 7:28 PM,c,0,1,1,1.0,0,0,0,1,0.0
38,71,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
39,72,655867288913969162,bananaabread,09/06/2021 7:29 PM,e,0,1,1,1.0,0,0,0,1,0.0
40,73,655867288913969162,bananaabread,09/06/2021 7:29 PM,f,0,1,1,1.0,0,0,0,1,0.0
41,74,655867288913969162,bananaabread,09/06/2021 7:29 PM,g,0,1,1,1.0,0,0,0,1,0.0
42,75,655867288913969162,bananaabread,09/06/2021 7:29 PM,h,0,1,1,1.0,0,0,0,1,0.0
43,76,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
44,77,655867288913969162,bananaabread,09/06/2021 7:29 PM,j,0,1,1,1.0,0,0,0,1,0.0
45,78,655867288913969162,bananaabread,09/06/2021 7:29 PM,k,0,1,1,1.0,0,0,0,1,0.0
46,79,655867288913969162,bananaabread,09/06/2021 7:29 PM,l,0,1,1,1.0,0,0,0,1,0.0
47,80,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
48,81,655867288913969162,bananaabread,09/06/2021 7:29 PM,n,0,1,1,1.0,0,0,0,1,0.0
49,82,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
50,83,655867288913969162,bananaabread,09/06/2021 7:29 PM,p,0,1,1,1.0,0,0,0,1,0.0
51,84,655867288913969162,bananaabread,09/06/2021 7:29 PM,q,0,1,1,1.0,0,0,0,1,0.0
52,85,655867288913969162,bananaabread,09/06/2021 7:29 PM,r,0,1,1,1.0,0,0,0,1,0.0
53,86,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
54,87,655867288913969162,bananaabread,09/06/2021 7:29 PM,,0,1,1,1.0,0,0,0,1,0.0
55,88,655867288913969162,bananaabread,09/06/2021 7:29 PM,u,0,1,1,1.0,0,0,0,1,0.0
56,89,655867288913969162,bananaabread,09/06/2021 7:29 PM,v,0,1,1,1.0,0,0,0,1,0.0
57,90,655867288913969162,bananaabread,09/06/2021 7:29 PM,w,0,1,1,1.0,0,0,0,1,0.0
58,91,655867288913969162,bananaabread,09/06/2021 7:29 PM,x,0,1,1,1.0,0,0,0,1,0.0
59,92,655867288913969162,bananaabread,09/06/2021 7:30 PM,,0,1,1,1.0,0,0,0,1,0.0
60,93,655867288913969162,bananaabread,09/06/2021 7:30 PM,z,0,1,1,1.0,0,0,0,1,0.0
61,95,655867288913969162,bananaabread,09/06/2021 7:36 PM,_ ğ”‰ğ”ğ”¯ğ”±_,0,2,7,3.0,0,0,0,0,0.0
62,100,655867288913969162,bananaabread,09/06/2021 8:39 PM,exposedâ€¦,0,1,8,8.0,0,0,0,1,0.0
63,101,655867288913969162,bananaabread,09/06/2021 8:40 PM,ryuji,0,2,9,4.0,0,0,0,2,0.0
64,102,655867288913969162,bananaabread,09/06/2021 8:40 PM,expose himmmm,0,2,13,6.0,0,0,0,2,0.0
65,103,655867288913969162,bananaabread,09/06/2021 8:54 PM,exposedddah,0,1,11,11.0,0,0,0,1,0.0
66,104,655867288913969162,bananaabread,09/11/2021 10:52 PM,yo status say disturb well imma disturb,0,10,50,4.1,3,0,0,0,0.0
67,105,655867288913969162,bananaabread,09/11/2021 10:52 PM,hey,0,1,3,3.0,0,0,0,1,0.0
68,106,655867288913969162,bananaabread,09/11/2021 10:52 PM,breannaaaaa,0,1,11,11.0,0,0,0,1,0.0
69,107,655867288913969162,bananaabread,09/11/2021 10:53 PM,answer racist,0,5,24,4.0,3,0,0,0,0.0
70,110,655867288913969162,bananaabread,09/12/2021 10:24 PM,hello,0,1,5,5.0,0,0,0,0,0.0
71,111,655867288913969162,bananaabread,09/12/2021 10:24 PM,,0,1,5,5.0,0,0,0,0,0.0
72,112,655867288913969162,bananaabread,09/12/2021 10:24 PM,guess happend school,0,5,28,4.8,0,0,0,5,0.0
73,114,655867288913969162,bananaabread,09/12/2021 10:24 PM,know people use computer school,0,12,56,3.75,6,0,0,0,0.0
74,116,655867288913969162,bananaabread,09/12/2021 10:25 PM,someone forgot log chromebook,0,9,48,4.444444444444445,4,0,0,0,0.0
75,117,655867288913969162,bananaabread,09/12/2021 10:25 PM,"another person used it, went onto account wasnâ€™t logged",0,13,72,4.615384615384615,3,0,0,0,0.0
76,118,655867288913969162,bananaabread,09/12/2021 10:25 PM,said google classroom,0,6,30,4.166666666666667,2,0,0,0,0.0
77,119,655867288913969162,bananaabread,09/12/2021 10:25 PM,imma cuss okay,0,3,14,4.0,0,0,0,3,0.5
78,120,655867288913969162,bananaabread,09/12/2021 10:26 PM,dont tell nobody,0,3,16,4.666666666666667,0,0,0,3,0.0
79,122,655867288913969162,bananaabread,09/12/2021 10:26 PM,said fuck botched class,0,9,44,4.0,5,0,0,0,-0.4
80,123,655867288913969162,bananaabread,09/12/2021 10:26 PM,bitch,0,1,7,7.0,0,0,0,1,0.0
81,125,655867288913969162,bananaabread,09/12/2021 10:26 PM,,0,1,3,3.0,0,0,0,1,0.0
82,126,655867288913969162,bananaabread,09/12/2021 10:26 PM,wasnt account,0,6,29,4.0,0,0,0,6,0.0
83,128,655867288913969162,bananaabread,09/12/2021 10:26 PM,,0,1,3,3.0,0,0,0,1,0.0
84,131,655867288913969162,bananaabread,09/12/2021 10:27 PM,crazy,0,3,13,3.6666666666666665,0,0,0,3,-0.6
85,133,655867288913969162,bananaabread,09/12/2021 10:27 PM,friend told,0,4,17,3.5,1,0,0,0,0.0
86,135,655867288913969162,bananaabread,09/12/2021 10:28 PM,teacher started saying â€œmake sure log done using computersâ€,0,18,99,4.555555555555555,5,0,0,7,0.5
87,138,655867288913969162,bananaabread,09/12/2021 10:28 PM,kinda funny tho,0,4,19,4.0,0,0,0,4,0.25
88,140,655867288913969162,bananaabread,09/12/2021 10:28 PM,samee,0,1,5,5.0,0,0,0,0,0.0
89,143,655867288913969162,bananaabread,09/12/2021 10:29 PM,okay go bed gonna get trouble tomorrow monday,0,15,73,3.933333333333333,0,0,0,15,0.15
90,145,655867288913969162,bananaabread,09/12/2021 10:29 PM,goodnight,0,1,9,9.0,0,0,0,1,0.0
91,147,655867288913969162,bananaabread,09/12/2021 10:29 PM,ilyt,0,1,4,4.0,0,0,0,1,0.0
92,149,655867288913969162,bananaabread,09/17/2021 6:18 PM,wanna watch persona ğŸ˜«ğŸ˜«ğŸ˜«,0,6,30,4.166666666666667,1,0,0,0,0.0
93,151,655867288913969162,bananaabread,09/17/2021 6:19 PM,okay text ready,0,6,27,3.6666666666666665,3,0,0,0,0.35
94,153,655867288913969162,bananaabread,09/17/2021 8:14 PM,late,0,3,11,3.0,0,0,0,3,-0.3
95,155,655867288913969162,bananaabread,09/17/2021 8:14 PM,guy talking ğŸ˜®ğŸ˜®ğŸ˜®,0,7,36,4.285714285714286,3,0,0,0,0.0
96,157,655867288913969162,bananaabread,09/17/2021 8:15 PM,ooohhhh,0,2,10,4.5,0,0,0,0,0.0
97,158,655867288913969162,bananaabread,09/17/2021 8:15 PM,still wanna watch persona 5,0,7,34,4.0,1,0,1,0,0.0
98,160,655867288913969162,bananaabread,09/17/2021 8:16 PM,course still wanna watch duh,0,7,33,3.857142857142857,0,0,0,7,-0.3
99,164,655867288913969162,bananaabread,09/17/2021 8:17 PM,ye thatâ€™s okay,0,3,14,4.0,0,0,0,0,0.5
100,176,655867288913969162,bananaabread,09/24/2021 8:02 PM,breanna,0,1,7,7.0,0,0,0,1,0.0
101,177,655867288913969162,bananaabread,09/24/2021 8:03 PM,answerrr,0,1,8,8.0,0,0,0,1,0.0
102,179,655867288913969162,bananaabread,09/24/2021 8:06 PM,omg responded,0,3,17,5.0,1,0,0,0,0.0
103,180,655867288913969162,bananaabread,09/24/2021 8:06 PM,8th grader roosevelt throwing hand,0,8,46,4.875,0,0,0,7,0.0
104,181,655867288913969162,bananaabread,09/24/2021 8:07 PM,look,0,1,4,4.0,0,0,0,1,0.0
105,185,655867288913969162,bananaabread,09/24/2021 8:08 PM,ikr,0,1,3,3.0,0,0,0,1,0.0
106,188,655867288913969162,bananaabread,09/24/2021 8:08 PM,know devious lick,0,8,34,3.375,0,0,0,8,0.0
107,190,655867288913969162,bananaabread,09/24/2021 8:09 PM,people steal school,0,6,33,4.666666666666667,0,0,0,6,0.0
108,191,655867288913969162,bananaabread,09/24/2021 8:09 PM,someone got caught,0,6,29,4.0,0,0,0,6,0.0
109,193,655867288913969162,bananaabread,09/24/2021 8:09 PM,soap boy bathroom,0,5,27,4.6,0,0,0,5,0.0
110,197,655867288913969162,bananaabread,09/24/2021 8:10 PM,lolll,0,1,5,5.0,0,0,0,1,0.0
111,200,655867288913969162,bananaabread,09/24/2021 8:10 PM,,0,1,3,3.0,0,0,0,1,0.0
112,203,655867288913969162,bananaabread,09/24/2021 8:11 PM,look science teacher gave y,0,7,36,4.285714285714286,0,0,0,7,0.0
113,204,655867288913969162,bananaabread,09/24/2021 8:11 PM,u,0,1,2,2.0,0,0,0,1,0.0
114,207,655867288913969162,bananaabread,09/24/2021 8:11 PM,know ğŸ™„ğŸ™„ğŸ™„,0,9,36,3.111111111111111,6,0,0,0,0.0
115,208,655867288913969162,bananaabread,09/24/2021 8:11 PM,uncultured ğŸ™„ğŸ™„ğŸ˜’ğŸ˜’,0,2,15,7.0,0,0,0,0,0.0
116,211,655867288913969162,bananaabread,09/24/2021 8:12 PM,pop,0,4,12,2.25,0,0,0,4,0.0
117,213,655867288913969162,bananaabread,09/24/2021 8:13 PM,ph god discord wont let send video,0,9,41,3.6666666666666665,0,0,0,9,0.0
118,214,655867288913969162,bananaabread,09/24/2021 8:14 PM,imma message,0,6,27,3.6666666666666665,0,0,0,6,0.0
119,220,655867288913969162,bananaabread,09/24/2021 8:16 PM,itâ€™s pretty cool whateva,0,6,32,4.5,1,0,0,0,0.3
120,222,655867288913969162,bananaabread,09/24/2021 8:17 PM,"yes, also wath persona 5",0,9,41,3.6666666666666665,0,0,1,8,0.0
121,224,655867288913969162,bananaabread,09/24/2021 8:18 PM,time,0,2,9,4.0,0,0,0,2,0.0
122,226,655867288913969162,bananaabread,09/24/2021 8:18 PM,,0,1,2,2.0,0,0,0,1,0.0
123,227,655867288913969162,bananaabread,09/24/2021 8:19 PM,iâ€™ll ready ğŸ˜ˆğŸ˜ˆğŸ˜ˆ,0,5,23,3.8,1,0,0,0,0.2
124,229,655867288913969162,bananaabread,09/24/2021 8:19 PM,lmaoo,0,1,5,5.0,0,0,0,1,0.0
125,230,655867288913969162,bananaabread,09/24/2021 8:19 PM,banana,0,2,9,4.0,0,0,0,0,0.0
126,232,655867288913969162,bananaabread,09/26/2021 6:28 PM,6:30 approaching,0,4,25,5.5,1,0,0,0,0.0
127,235,655867288913969162,bananaabread,09/26/2021 6:30 PM,,0,1,2,2.0,0,0,0,0,0.0
128,237,655867288913969162,bananaabread,09/26/2021 6:44 PM,,0,1,2,2.0,0,0,0,0,0.0
129,238,655867288913969162,bananaabread,09/26/2021 6:44 PM,si,0,1,2,2.0,0,0,0,1,0.0
130,241,655867288913969162,bananaabread,10/02/2021 9:11 PM,breanna got c math quiz,0,9,33,2.7777777777777777,0,0,0,9,0.0
131,245,655867288913969162,bananaabread,10/02/2021 9:13 PM,scaredddd ğŸ˜­ğŸ˜­,0,5,23,3.8,1,0,0,0,0.0
132,247,655867288913969162,bananaabread,10/02/2021 9:13 PM,,0,2,6,2.5,0,0,0,2,0.0
133,249,655867288913969162,bananaabread,10/02/2021 9:13 PM,dad gonna find,0,5,27,4.6,0,0,0,5,0.0
134,251,655867288913969162,bananaabread,10/02/2021 9:15 PM,aww,0,2,6,2.5,0,0,0,0,0.3
135,256,655867288913969162,bananaabread,10/02/2021 9:15 PM,,0,3,9,2.333333333333333,0,0,0,3,0.0
136,258,655867288913969162,bananaabread,10/02/2021 9:15 PM,noo itâ€™s,0,3,11,3.0,0,0,0,0,0.0
137,260,655867288913969162,bananaabread,10/02/2021 9:16 PM,case instrument look suitcase,0,10,57,4.8,0,0,0,10,0.0
138,262,655867288913969162,bananaabread,10/02/2021 9:19 PM,awww,0,3,14,4.0,0,0,0,3,0.4
139,263,655867288913969162,bananaabread,10/02/2021 9:19 PM,ily,0,1,3,3.0,0,0,0,1,0.0
140,264,655867288913969162,bananaabread,10/02/2021 9:19 PM,ğŸ’—ğŸ’—ğŸ’—,0,1,3,3.0,0,0,0,0,0.0
141,266,655867288913969162,bananaabread,10/03/2021 12:53 AM,danielle getting f,0,6,28,3.8333333333333335,0,0,0,6,0.0
142,267,655867288913969162,bananaabread,10/03/2021 12:53 AM,hope let u retake bad,0,12,51,3.333333333333333,0,0,0,12,-0.6999999999999998
143,269,655867288913969162,bananaabread,10/03/2021 12:54 AM,yesh,0,1,4,4.0,0,0,0,1,0.0
144,271,655867288913969162,bananaabread,10/03/2021 12:55 AM,shes everything say go one ear,0,13,61,3.769230769230769,0,0,0,13,0.0
145,273,655867288913969162,bananaabread,10/03/2021 12:56 AM,yeahh let u play kahoot sooo,0,10,49,4.0,0,0,0,10,0.0
146,276,655867288913969162,bananaabread,10/03/2021 12:57 AM,yea,0,1,3,3.0,0,0,0,0,0.0
147,278,655867288913969162,bananaabread,10/03/2021 12:57 AM,believe succeed class,0,12,60,4.083333333333333,7,0,0,1,0.0
148,280,655867288913969162,bananaabread,10/03/2021 12:58 AM,goodnightt,0,1,10,10.0,0,0,0,1,0.0
149,281,655867288913969162,bananaabread,10/09/2021 2:05 AM,would said would go,0,14,56,3.071428571428572,7,0,0,0,0.0
150,283,655867288913969162,bananaabread,10/10/2021 7:24 PM,"dear sister, art thee losing thy mind",0,9,48,4.444444444444445,2,0,0,0,0.0
151,284,655867288913969162,bananaabread,10/10/2021 7:29 PM,answer mine discord message distemperate blinking idiot,0,7,55,7.0,0,0,0,0,-0.8
152,286,655867288913969162,bananaabread,10/10/2021 7:30 PM,thee maury crusty dusty,0,7,33,3.857142857142857,3,0,0,0,-0.4
153,287,655867288913969162,bananaabread,10/10/2021 7:30 PM,meant type musty,0,5,21,3.4,0,0,0,5,0.0
154,290,655867288913969162,bananaabread,10/10/2021 7:31 PM,donâ€™t already job,0,6,28,3.8333333333333335,3,0,0,0,0.0
155,293,655867288913969162,bananaabread,10/10/2021 7:32 PM,,0,1,3,3.0,0,0,0,0,0.0
156,295,655867288913969162,bananaabread,10/10/2021 7:33 PM,"donâ€™t stresseth sister, thee receiveth home thee play smasheth bros hast worry job",0,20,112,4.65,7,0,0,0,0.0
157,299,655867288913969162,bananaabread,10/10/2021 7:33 PM,grindeth,0,1,8,8.0,0,0,0,0,0.0
158,301,655867288913969162,bananaabread,10/10/2021 7:34 PM,loveth thee,0,4,17,3.5,1,0,0,1,0.0
159,303,655867288913969162,bananaabread,10/10/2021 7:34 PM,ğŸ’—ğŸ’—ğŸ’—,0,1,3,3.0,0,0,0,0,0.0
160,304,655867288913969162,bananaabread,10/11/2021 3:01 PM,fight friend bus person recording actually good,0,15,78,4.266666666666667,0,0,0,15,0.7
161,305,655867288913969162,bananaabread,10/11/2021 3:02 PM,oh god way bys driver separate,0,12,53,3.5,0,0,0,12,0.0
162,308,655867288913969162,bananaabread,10/11/2021 3:02 PM,lmaooo,0,1,6,6.0,0,0,0,1,0.0
163,310,655867288913969162,bananaabread,10/11/2021 3:02 PM,friday got video,0,10,45,3.6,0,0,0,10,0.0
164,313,655867288913969162,bananaabread,10/11/2021 3:03 PM,,0,1,4,4.0,0,0,0,1,0.0
165,316,655867288913969162,bananaabread,10/11/2021 3:03 PM,yw,0,1,2,2.0,0,0,0,1,0.0
166,317,655867288913969162,bananaabread,10/15/2021 10:57 AM,hello,0,1,5,5.0,0,0,0,0,0.0
167,319,655867288913969162,bananaabread,10/21/2021 6:38 PM,watch persona 5 weekend pls pls pls,0,10,47,3.8,2,0,1,0,0.0
168,320,655867288913969162,bananaabread,10/21/2021 6:47 PM,take long respond girlie,0,9,41,3.6666666666666665,0,0,0,9,-0.05
169,322,655867288913969162,bananaabread,10/21/2021 8:10 PM,yayyyyy,0,1,7,7.0,0,0,0,1,0.0
170,324,655867288913969162,bananaabread,10/23/2021 6:01 PM,,0,1,3,3.0,0,0,0,1,0.0
